"lon","lat","country","continent","piece"
-65.364,43.545,"Canada","North America","p033"
-66.123,43.619,"Canada","North America","p033"
-66.162,44.465,"Canada","North America","p033"
-64.425,45.292,"Canada","North America","p033"
-67.137,45.138,"Canada","North America","p033"
-67.791,45.703,"Canada","North America","p033"
-67.79,47.066,"Canada","North America","p033"
-69.237,47.448,"Canada","North America","p033"
-71.505,45.008,"Canada","North America","p033"
-74.867,45.0,"Canada","North America","p033"
-76.82,43.629,"Canada","North America","p033"
-78.72,43.625,"Canada","North America","p033"
-79.172,43.466,"Canada","North America","p033"
-78.939,42.864,"Canada","North America","p033"
-82.439,41.675,"Canada","North America","p033"
-83.142,41.976,"Canada","North America","p033"
-82.138,43.571,"Canada","North America","p033"
-82.551,45.348,"Canada","North America","p033"
-88.378,48.303,"Canada","North America","p033"
-91.64,48.14,"Canada","North America","p033"
-94.329,48.671,"Canada","North America","p033"
-94.818,49.389,"Canada","North America","p033"
-95.159,49.0,"Canada","North America","p033"
-122.84,49.0,"Canada","North America","p033"
-83.994,62.453,"Canada","North America","p034"
-81.877,62.905,"Canada","North America","p034"
-83.069,62.159,"Canada","North America","p034"
-83.994,62.453,"Canada","North America","p034"
-79.776,72.803,"Canada","North America","p035"
-80.876,73.333,"Canada","North America","p035"
-80.353,73.76,"Canada","North America","p035"
-78.064,73.652,"Canada","North America","p035"
-76.251,72.826,"Canada","North America","p035"
-79.776,72.803,"Canada","North America","p035"
-80.315,62.086,"Canada","North America","p036"
-79.266,62.159,"Canada","North America","p036"
-79.658,61.633,"Canada","North America","p036"
-80.315,62.086,"Canada","North America","p036"
-93.613,74.98,"Canada","North America","p037"
-94.157,74.592,"Canada","North America","p037"
-96.821,74.928,"Canada","North America","p037"
-94.851,75.647,"Canada","North America","p037"
-93.613,74.98,"Canada","North America","p037"
-96.754,78.766,"Canada","North America","p038"
-95.559,78.418,"Canada","North America","p038"
-97.31,77.851,"Canada","North America","p038"
-98.632,78.872,"Canada","North America","p038"
-96.754,78.766,"Canada","North America","p038"
-88.15,74.392,"Canada","North America","p039"
-92.422,74.838,"Canada","North America","p039"
-92.89,75.883,"Canada","North America","p039"
-93.894,76.319,"Canada","North America","p039"
-97.121,76.751,"Canada","North America","p039"
-96.745,77.161,"Canada","North America","p039"
-91.605,76.779,"Canada","North America","p039"
-90.742,76.45,"Canada","North America","p039"
-90.97,76.074,"Canada","North America","p039"
-89.187,75.61,"Canada","North America","p039"
-81.129,75.714,"Canada","North America","p039"
-80.058,75.337,"Canada","North America","p039"
-79.834,74.923,"Canada","North America","p039"
-80.458,74.657,"Canada","North America","p039"
-88.15,74.392,"Canada","North America","p039"
-111.264,78.153,"Canada","North America","p040"
-109.854,77.996,"Canada","North America","p040"
-110.187,77.697,"Canada","North America","p040"
-113.534,77.732,"Canada","North America","p040"
-111.264,78.153,"Canada","North America","p040"
-110.964,78.804,"Canada","North America","p041"
-109.663,78.602,"Canada","North America","p041"
-112.542,78.408,"Canada","North America","p041"
-110.964,78.804,"Canada","North America","p041"
-55.6,51.317,"Canada","North America","p042"
-56.796,49.812,"Canada","North America","p042"
-56.143,50.15,"Canada","North America","p042"
-55.471,49.936,"Canada","North America","p042"
-55.822,49.587,"Canada","North America","p042"
-53.477,49.249,"Canada","North America","p042"
-53.786,48.517,"Canada","North America","p042"
-53.086,48.688,"Canada","North America","p042"
-52.648,47.536,"Canada","North America","p042"
-53.069,46.655,"Canada","North America","p042"
-54.179,46.807,"Canada","North America","p042"
-54.24,47.752,"Canada","North America","p042"
-55.401,46.885,"Canada","North America","p042"
-55.997,46.92,"Canada","North America","p042"
-55.291,47.39,"Canada","North America","p042"
-56.251,47.633,"Canada","North America","p042"
-59.266,47.603,"Canada","North America","p042"
-58.797,48.252,"Canada","North America","p042"
-59.232,48.523,"Canada","North America","p042"
-57.359,50.718,"Canada","North America","p042"
-55.871,51.632,"Canada","North America","p042"
-55.6,51.317,"Canada","North America","p042"
-83.883,65.11,"Canada","North America","p043"
-80.103,63.726,"Canada","North America","p043"
-80.991,63.411,"Canada","North America","p043"
-83.109,64.102,"Canada","North America","p043"
-85.523,63.052,"Canada","North America","p043"
-85.867,63.637,"Canada","North America","p043"
-87.222,63.541,"Canada","North America","p043"
-86.353,64.036,"Canada","North America","p043"
-85.884,65.739,"Canada","North America","p043"
-83.883,65.11,"Canada","North America","p043"
-78.771,72.352,"Canada","North America","p044"
-77.825,72.75,"Canada","North America","p044"
-74.229,71.767,"Canada","North America","p044"
-74.099,71.331,"Canada","North America","p044"
-72.242,71.557,"Canada","North America","p044"
-68.786,70.525,"Canada","North America","p044"
-66.969,69.186,"Canada","North America","p044"
-68.805,68.72,"Canada","North America","p044"
-61.852,66.862,"Canada","North America","p044"
-63.918,64.999,"Canada","North America","p044"
-66.721,66.388,"Canada","North America","p044"
-68.015,66.263,"Canada","North America","p044"
-68.141,65.69,"Canada","North America","p044"
-65.32,64.383,"Canada","North America","p044"
-64.669,63.393,"Canada","North America","p044"
-65.014,62.674,"Canada","North America","p044"
-68.783,63.746,"Canada","North America","p044"
-66.166,61.931,"Canada","North America","p044"
-71.023,62.911,"Canada","North America","p044"
-74.834,64.679,"Canada","North America","p044"
-77.71,64.23,"Canada","North America","p044"
-78.556,64.573,"Canada","North America","p044"
-77.897,65.309,"Canada","North America","p044"
-73.96,65.455,"Canada","North America","p044"
-73.945,66.311,"Canada","North America","p044"
-72.651,67.285,"Canada","North America","p044"
-73.312,68.069,"Canada","North America","p044"
-76.869,68.895,"Canada","North America","p044"
-76.229,69.148,"Canada","North America","p044"
-78.957,70.167,"Canada","North America","p044"
-81.305,69.743,"Canada","North America","p044"
-88.682,70.411,"Canada","North America","p044"
-89.513,70.762,"Canada","North America","p044"
-88.468,71.218,"Canada","North America","p044"
-89.888,71.223,"Canada","North America","p044"
-90.205,72.235,"Canada","North America","p044"
-88.408,73.538,"Canada","North America","p044"
-85.826,73.804,"Canada","North America","p044"
-86.562,73.157,"Canada","North America","p044"
-85.774,72.534,"Canada","North America","p044"
-84.85,73.34,"Canada","North America","p044"
-82.316,73.751,"Canada","North America","p044"
-80.6,72.717,"Canada","North America","p044"
-80.749,72.062,"Canada","North America","p044"
-78.771,72.352,"Canada","North America","p044"
-94.504,74.135,"Canada","North America","p045"
-90.51,73.857,"Canada","North America","p045"
-94.269,72.025,"Canada","North America","p045"
-95.41,72.062,"Canada","North America","p045"
-96.018,73.437,"Canada","North America","p045"
-94.504,74.135,"Canada","North America","p045"
-122.855,76.117,"Canada","North America","p046"
-119.104,77.512,"Canada","North America","p046"
-116.199,77.645,"Canada","North America","p046"
-116.336,76.877,"Canada","North America","p046"
-117.106,76.53,"Canada","North America","p046"
-122.855,76.117,"Canada","North America","p046"
-132.71,54.04,"Canada","North America","p047"
-131.75,54.12,"Canada","North America","p047"
-132.049,52.985,"Canada","North America","p047"
-131.179,52.18,"Canada","North America","p047"
-133.055,53.411,"Canada","North America","p047"
-133.18,54.17,"Canada","North America","p047"
-132.71,54.04,"Canada","North America","p047"
-105.492,79.302,"Canada","North America","p048"
-100.825,78.8,"Canada","North America","p048"
-99.671,77.908,"Canada","North America","p048"
-105.176,78.38,"Canada","North America","p048"
-104.21,78.677,"Canada","North America","p048"
-105.492,79.302,"Canada","North America","p048"
-123.51,48.51,"Canada","North America","p049"
-125.655,48.825,"Canada","North America","p049"
-128.059,49.995,"Canada","North America","p049"
-128.358,50.771,"Canada","North America","p049"
-125.755,50.295,"Canada","North America","p049"
-123.51,48.51,"Canada","North America","p049"
-121.538,74.449,"Canada","North America","p050"
-117.556,74.186,"Canada","North America","p050"
-115.511,73.475,"Canada","North America","p050"
-119.22,72.52,"Canada","North America","p050"
-120.46,71.384,"Canada","North America","p050"
-123.092,70.902,"Canada","North America","p050"
-125.929,71.869,"Canada","North America","p050"
-123.94,73.68,"Canada","North America","p050"
-124.918,74.293,"Canada","North America","p050"
-121.538,74.449,"Canada","North America","p050"
-107.819,75.846,"Canada","North America","p051"
-105.881,75.969,"Canada","North America","p051"
-105.705,75.48,"Canada","North America","p051"
-106.313,75.005,"Canada","North America","p051"
-112.223,74.417,"Canada","North America","p051"
-113.871,74.72,"Canada","North America","p051"
-111.794,75.162,"Canada","North America","p051"
-117.71,75.222,"Canada","North America","p051"
-115.405,76.479,"Canada","North America","p051"
-109.067,75.473,"Canada","North America","p051"
-110.497,76.43,"Canada","North America","p051"
-109.581,76.794,"Canada","North America","p051"
-108.549,76.678,"Canada","North America","p051"
-107.819,75.846,"Canada","North America","p051"
-106.523,73.076,"Canada","North America","p052"
-105.402,72.673,"Canada","North America","p052"
-104.465,70.993,"Canada","North America","p052"
-100.981,70.024,"Canada","North America","p052"
-101.089,69.584,"Canada","North America","p052"
-102.731,69.504,"Canada","North America","p052"
-102.093,69.12,"Canada","North America","p052"
-102.43,68.753,"Canada","North America","p052"
-105.96,69.18,"Canada","North America","p052"
-113.313,68.536,"Canada","North America","p052"
-117.34,69.96,"Canada","North America","p052"
-112.416,70.366,"Canada","North America","p052"
-117.905,70.541,"Canada","North America","p052"
-118.432,70.909,"Canada","North America","p052"
-116.113,71.309,"Canada","North America","p052"
-119.402,71.559,"Canada","North America","p052"
-117.866,72.706,"Canada","North America","p052"
-115.189,73.315,"Canada","North America","p052"
-114.167,73.121,"Canada","North America","p052"
-114.666,72.653,"Canada","North America","p052"
-112.441,72.955,"Canada","North America","p052"
-111.05,72.45,"Canada","North America","p052"
-109.92,72.961,"Canada","North America","p052"
-108.188,71.651,"Canada","North America","p052"
-107.686,72.065,"Canada","North America","p052"
-108.396,73.09,"Canada","North America","p052"
-106.523,73.076,"Canada","North America","p052"
-100.438,72.706,"Canada","North America","p053"
-101.54,73.36,"Canada","North America","p053"
-100.356,73.844,"Canada","North America","p053"
-97.38,73.76,"Canada","North America","p053"
-97.12,73.47,"Canada","North America","p053"
-98.054,72.991,"Canada","North America","p053"
-96.54,72.56,"Canada","North America","p053"
-96.72,71.66,"Canada","North America","p053"
-98.36,71.273,"Canada","North America","p053"
-102.5,72.51,"Canada","North America","p053"
-100.438,72.706,"Canada","North America","p053"
-106.6,73.6,"Canada","North America","p054"
-104.5,73.42,"Canada","North America","p054"
-105.38,72.76,"Canada","North America","p054"
-106.6,73.6,"Canada","North America","p054"
-98.5,76.72,"Canada","North America","p055"
-97.736,76.257,"Canada","North America","p055"
-98.16,75.0,"Canada","North America","p055"
-102.502,75.564,"Canada","North America","p055"
-102.566,76.337,"Canada","North America","p055"
-98.5,76.72,"Canada","North America","p055"
-96.016,80.602,"Canada","North America","p056"
-94.298,80.977,"Canada","North America","p056"
-94.735,81.206,"Canada","North America","p056"
-92.41,81.257,"Canada","North America","p056"
-87.81,80.32,"Canada","North America","p056"
-85.814,79.337,"Canada","North America","p056"
-89.035,78.287,"Canada","North America","p056"
-92.877,78.343,"Canada","North America","p056"
-93.951,78.751,"Canada","North America","p056"
-93.145,79.38,"Canada","North America","p056"
-94.974,79.372,"Canada","North America","p056"
-96.71,80.158,"Canada","North America","p056"
-96.016,80.602,"Canada","North America","p056"
-91.587,81.894,"Canada","North America","p057"
-85.5,82.652,"Canada","North America","p057"
-83.18,82.32,"Canada","North America","p057"
-82.42,82.86,"Canada","North America","p057"
-79.307,83.131,"Canada","North America","p057"
-61.85,82.629,"Canada","North America","p057"
-67.658,81.501,"Canada","North America","p057"
-65.48,81.507,"Canada","North America","p057"
-71.18,79.8,"Canada","North America","p057"
-76.908,79.323,"Canada","North America","p057"
-75.529,79.198,"Canada","North America","p057"
-76.22,79.019,"Canada","North America","p057"
-75.393,78.526,"Canada","North America","p057"
-79.76,77.21,"Canada","North America","p057"
-77.889,76.778,"Canada","North America","p057"
-80.561,76.178,"Canada","North America","p057"
-89.491,76.472,"Canada","North America","p057"
-89.616,76.952,"Canada","North America","p057"
-87.767,77.178,"Canada","North America","p057"
-88.26,77.9,"Canada","North America","p057"
-84.976,77.539,"Canada","North America","p057"
-87.962,78.372,"Canada","North America","p057"
-85.095,79.345,"Canada","North America","p057"
-86.932,80.251,"Canada","North America","p057"
-81.848,80.464,"Canada","North America","p057"
-87.599,80.516,"Canada","North America","p057"
-91.587,81.894,"Canada","North America","p057"
-75.216,67.444,"Canada","North America","p058"
-76.987,67.099,"Canada","North America","p058"
-77.236,67.588,"Canada","North America","p058"
-75.895,68.287,"Canada","North America","p058"
-75.115,68.01,"Canada","North America","p058"
-75.216,67.444,"Canada","North America","p058"
-96.257,69.49,"Canada","North America","p059"
-95.648,69.108,"Canada","North America","p059"
-96.27,68.757,"Canada","North America","p059"
-99.797,69.4,"Canada","North America","p059"
-98.218,70.144,"Canada","North America","p059"
-96.257,69.49,"Canada","North America","p059"
-64.015,47.036,"Canada","North America","p060"
-63.664,46.55,"Canada","North America","p060"
-62.012,46.443,"Canada","North America","p060"
-62.874,45.968,"Canada","North America","p060"
-64.143,46.393,"Canada","North America","p060"
-64.015,47.036,"Canada","North America","p060"
27.374,5.234,"Central African Rep.","Africa","p061"
24.411,5.109,"Central African Rep.","Africa","p061"
22.841,4.71,"Central African Rep.","Africa","p061"
22.405,4.029,"Central African Rep.","Africa","p061"
19.468,5.032,"Central African Rep.","Africa","p061"
18.453,3.504,"Central African Rep.","Africa","p061"
17.133,3.728,"Central African Rep.","Africa","p061"
16.013,2.268,"Central African Rep.","Africa","p061"
14.459,5.452,"Central African Rep.","Africa","p061"
15.279,7.422,"Central African Rep.","Africa","p061"
17.965,7.891,"Central African Rep.","Africa","p061"
18.812,8.983,"Central African Rep.","Africa","p061"
21.001,9.476,"Central African Rep.","Africa","p061"
22.864,11.142,"Central African Rep.","Africa","p061"
23.554,10.089,"Central African Rep.","Africa","p061"
23.459,8.954,"Central African Rep.","Africa","p061"
27.374,5.234,"Central African Rep.","Africa","p061"
23.838,19.58,"Chad","Africa","p062"
23.887,15.611,"Chad","Africa","p062"
23.025,15.681,"Chad","Africa","p062"
21.937,12.588,"Chad","Africa","p062"
22.864,11.142,"Chad","Africa","p062"
21.001,9.476,"Chad","Africa","p062"
18.812,8.983,"Chad","Africa","p062"
17.965,7.891,"Chad","Africa","p062"
15.279,7.422,"Chad","Africa","p062"
14.98,8.796,"Chad","Africa","p062"
13.954,9.549,"Chad","Africa","p062"
14.171,10.021,"Chad","Africa","p062"
15.468,9.982,"Chad","Africa","p062"
14.596,13.33,"Chad","Africa","p062"
13.954,13.353,"Chad","Africa","p062"
13.54,14.367,"Chad","Africa","p062"
13.972,15.684,"Chad","Africa","p062"
15.248,16.627,"Chad","Africa","p062"
15.903,20.388,"Chad","Africa","p062"
15.097,21.309,"Chad","Africa","p062"
14.851,22.863,"Chad","Africa","p062"
15.861,23.41,"Chad","Africa","p062"
23.838,19.58,"Chad","Africa","p062"
-68.634,-52.636,"Chile","South America","p063"
-68.633,-54.87,"Chile","South America","p063"
-66.96,-54.897,"Chile","South America","p063"
-68.149,-55.612,"Chile","South America","p063"
-71.006,-55.054,"Chile","South America","p063"
-74.663,-52.837,"Chile","South America","p063"
-71.108,-54.074,"Chile","South America","p063"
-70.267,-52.931,"Chile","South America","p063"
-68.634,-52.636,"Chile","South America","p063"
-69.59,-17.58,"Chile","South America","p064"
-68.442,-19.405,"Chile","South America","p064"
-68.757,-20.373,"Chile","South America","p064"
-67.828,-22.873,"Chile","South America","p064"
-66.985,-22.986,"Chile","South America","p064"
-67.328,-24.025,"Chile","South America","p064"
-68.418,-24.519,"Chile","South America","p064"
-68.296,-26.899,"Chile","South America","p064"
-69.656,-28.459,"Chile","South America","p064"
-70.535,-31.365,"Chile","South America","p064"
-69.817,-34.194,"Chile","South America","p064"
-70.365,-36.005,"Chile","South America","p064"
-71.122,-36.658,"Chile","South America","p064"
-70.815,-38.553,"Chile","South America","p064"
-71.414,-38.916,"Chile","South America","p064"
-72.149,-42.255,"Chile","South America","p064"
-71.223,-44.784,"Chile","South America","p064"
-71.659,-44.974,"Chile","South America","p064"
-72.331,-48.244,"Chile","South America","p064"
-73.415,-49.318,"Chile","South America","p064"
-73.328,-50.379,"Chile","South America","p064"
-72.31,-50.677,"Chile","South America","p064"
-71.915,-52.009,"Chile","South America","p064"
-68.572,-52.299,"Chile","South America","p064"
-70.845,-52.899,"Chile","South America","p064"
-71.43,-53.856,"Chile","South America","p064"
-74.947,-52.263,"Chile","South America","p064"
-75.608,-48.674,"Chile","South America","p064"
-74.127,-46.939,"Chile","South America","p064"
-75.644,-46.648,"Chile","South America","p064"
-74.692,-45.764,"Chile","South America","p064"
-74.352,-44.103,"Chile","South America","p064"
-73.24,-44.455,"Chile","South America","p064"
-72.718,-42.383,"Chile","South America","p064"
-73.389,-42.118,"Chile","South America","p064"
-73.701,-43.366,"Chile","South America","p064"
-74.332,-43.225,"Chile","South America","p064"
-73.218,-39.259,"Chile","South America","p064"
-73.588,-37.156,"Chile","South America","p064"
-73.167,-37.124,"Chile","South America","p064"
-71.438,-32.419,"Chile","South America","p064"
-71.49,-28.861,"Chile","South America","p064"
-70.905,-27.64,"Chile","South America","p064"
-70.091,-21.393,"Chile","South America","p064"
-70.373,-18.348,"Chile","South America","p064"
-69.59,-17.58,"Chile","South America","p064"
109.475,18.198,"China","Asia","p065"
108.655,18.508,"China","Asia","p065"
108.626,19.368,"China","Asia","p065"
110.787,20.078,"China","Asia","p065"
110.339,18.678,"China","Asia","p065"
109.475,18.198,"China","Asia","p065"
80.26,42.35,"China","Asia","p066"
80.18,42.92,"China","Asia","p066"
80.866,43.18,"China","Asia","p066"
79.966,44.918,"China","Asia","p066"
82.459,45.54,"China","Asia","p066"
83.18,47.33,"China","Asia","p066"
85.164,47.001,"China","Asia","p066"
85.768,48.456,"China","Asia","p066"
87.751,49.297,"China","Asia","p066"
88.014,48.599,"China","Asia","p066"
90.281,47.694,"China","Asia","p066"
90.971,46.888,"China","Asia","p066"
90.586,45.72,"China","Asia","p066"
90.946,45.286,"China","Asia","p066"
95.307,44.241,"China","Asia","p066"
96.349,42.726,"China","Asia","p066"
100.846,42.664,"China","Asia","p066"
104.965,41.597,"China","Asia","p066"
109.244,42.519,"China","Asia","p066"
111.83,43.743,"China","Asia","p066"
111.348,44.457,"China","Asia","p066"
111.873,45.102,"China","Asia","p066"
113.464,44.809,"China","Asia","p066"
117.422,46.673,"China","Asia","p066"
119.663,46.693,"China","Asia","p066"
118.064,48.067,"China","Asia","p066"
115.743,47.727,"China","Asia","p066"
115.485,48.135,"China","Asia","p066"
116.679,49.889,"China","Asia","p066"
117.879,49.511,"China","Asia","p066"
119.288,50.143,"China","Asia","p066"
120.738,51.964,"China","Asia","p066"
120.177,52.754,"China","Asia","p066"
122.246,53.432,"China","Asia","p066"
125.946,52.793,"China","Asia","p066"
127.657,49.76,"China","Asia","p066"
129.398,49.441,"China","Asia","p066"
130.582,48.73,"China","Asia","p066"
130.987,47.79,"China","Asia","p066"
135.026,48.478,"China","Asia","p066"
133.097,45.144,"China","Asia","p066"
131.025,44.968,"China","Asia","p066"
131.145,42.93,"China","Asia","p066"
130.634,42.903,"China","Asia","p066"
130.64,42.395,"China","Asia","p066"
129.994,42.985,"China","Asia","p066"
128.052,41.994,"China","Asia","p066"
128.208,41.467,"China","Asia","p066"
126.869,41.817,"China","Asia","p066"
124.266,39.928,"China","Asia","p066"
121.055,38.897,"China","Asia","p066"
122.169,40.422,"China","Asia","p066"
121.64,40.946,"China","Asia","p066"
117.533,38.738,"China","Asia","p066"
119.703,37.156,"China","Asia","p066"
120.823,37.87,"China","Asia","p066"
122.358,37.454,"China","Asia","p066"
122.52,36.931,"China","Asia","p066"
121.104,36.651,"China","Asia","p066"
119.151,34.91,"China","Asia","p066"
120.228,34.36,"China","Asia","p066"
121.908,31.692,"China","Asia","p066"
121.892,30.949,"China","Asia","p066"
121.264,30.676,"China","Asia","p066"
122.092,29.833,"China","Asia","p066"
121.684,28.226,"China","Asia","p066"
121.126,28.136,"China","Asia","p066"
118.657,24.547,"China","Asia","p066"
115.891,22.783,"China","Asia","p066"
110.785,21.397,"China","Asia","p066"
110.444,20.341,"China","Asia","p066"
109.89,20.282,"China","Asia","p066"
109.864,21.395,"China","Asia","p066"
107.043,21.812,"China","Asia","p066"
106.725,22.794,"China","Asia","p066"
105.329,23.352,"China","Asia","p066"
101.652,22.318,"China","Asia","p066"
101.803,21.174,"China","Asia","p066"
101.27,21.202,"China","Asia","p066"
101.15,21.85,"China","Asia","p066"
100.417,21.559,"China","Asia","p066"
99.241,22.118,"China","Asia","p066"
99.532,22.949,"China","Asia","p066"
98.899,23.143,"China","Asia","p066"
98.66,24.063,"China","Asia","p066"
97.605,23.897,"China","Asia","p066"
97.725,25.084,"China","Asia","p066"
98.672,25.919,"China","Asia","p066"
98.683,27.509,"China","Asia","p066"
97.912,28.336,"China","Asia","p066"
96.249,28.411,"China","Asia","p066"
96.587,28.831,"China","Asia","p066"
96.118,29.453,"China","Asia","p066"
94.566,29.277,"China","Asia","p066"
92.503,27.897,"China","Asia","p066"
90.016,28.296,"China","Asia","p066"
88.814,27.299,"China","Asia","p066"
88.73,28.087,"China","Asia","p066"
85.823,28.204,"China","Asia","p066"
78.739,31.516,"China","Asia","p066"
78.458,32.618,"China","Asia","p066"
79.176,32.484,"China","Asia","p066"
79.209,32.994,"China","Asia","p066"
78.912,34.322,"China","Asia","p066"
77.837,35.494,"China","Asia","p066"
76.193,35.898,"China","Asia","p066"
74.98,37.42,"China","Asia","p066"
74.865,38.379,"China","Asia","p066"
73.929,38.506,"China","Asia","p066"
73.675,39.431,"China","Asia","p066"
74.777,40.366,"China","Asia","p066"
76.526,40.428,"China","Asia","p066"
76.904,41.066,"China","Asia","p066"
80.26,42.35,"China","Asia","p066"
-66.876,1.253,"Colombia","South America","p067"
-67.538,2.037,"Colombia","South America","p067"
-69.817,1.715,"Colombia","South America","p067"
-69.805,1.089,"Colombia","South America","p067"
-69.219,0.986,"Colombia","South America","p067"
-70.016,0.541,"Colombia","South America","p067"
-69.42,-1.123,"Colombia","South America","p067"
-69.894,-4.298,"Colombia","South America","p067"
-70.693,-3.743,"Colombia","South America","p067"
-70.048,-2.725,"Colombia","South America","p067"
-70.813,-2.257,"Colombia","South America","p067"
-73.07,-2.309,"Colombia","South America","p067"
-75.107,-0.057,"Colombia","South America","p067"
-77.425,0.396,"Colombia","South America","p067"
-78.991,1.691,"Colombia","South America","p067"
-77.128,3.85,"Colombia","South America","p067"
-77.882,7.224,"Colombia","South America","p067"
-77.243,7.935,"Colombia","South America","p067"
-77.475,8.524,"Colombia","South America","p067"
-75.675,9.443,"Colombia","South America","p067"
-74.907,11.083,"Colombia","South America","p067"
-73.415,11.227,"Colombia","South America","p067"
-71.4,12.376,"Colombia","South America","p067"
-71.332,11.776,"Colombia","South America","p067"
-72.905,10.45,"Colombia","South America","p067"
-73.305,9.152,"Colombia","South America","p067"
-72.789,9.085,"Colombia","South America","p067"
-71.96,6.992,"Colombia","South America","p067"
-70.093,6.96,"Colombia","South America","p067"
-69.389,6.1,"Colombia","South America","p067"
-67.341,6.095,"Colombia","South America","p067"
-67.823,4.504,"Colombia","South America","p067"
-67.303,3.318,"Colombia","South America","p067"
-67.81,2.821,"Colombia","South America","p067"
-66.876,1.253,"Colombia","South America","p067"
18.453,3.504,"Congo","Africa","p068"
17.639,-0.425,"Congo","Africa","p068"
16.407,-1.741,"Congo","Africa","p068"
16.006,-3.535,"Congo","Africa","p068"
14.583,-4.97,"Congo","Africa","p068"
12.621,-4.438,"Congo","Africa","p068"
11.915,-5.038,"Congo","Africa","p068"
11.094,-3.979,"Congo","Africa","p068"
11.855,-3.427,"Congo","Africa","p068"
11.478,-2.766,"Congo","Africa","p068"
12.575,-1.949,"Congo","Africa","p068"
13.992,-2.471,"Congo","Africa","p068"
14.425,-1.333,"Congo","Africa","p068"
13.843,0.039,"Congo","Africa","p068"
14.276,1.197,"Congo","Africa","p068"
13.283,1.314,"Congo","Africa","p068"
13.076,2.267,"Congo","Africa","p068"
15.941,1.728,"Congo","Africa","p068"
17.133,3.728,"Congo","Africa","p068"
18.453,3.504,"Congo","Africa","p068"
-82.546,9.566,"Costa Rica","North America","p069"
-82.966,8.225,"Costa Rica","North America","p069"
-84.976,10.087,"Costa Rica","North America","p069"
-85.111,9.557,"Costa Rica","North America","p069"
-85.661,9.933,"Costa Rica","North America","p069"
-85.942,10.895,"Costa Rica","North America","p069"
-83.656,10.939,"Costa Rica","North America","p069"
-82.546,9.566,"Costa Rica","North America","p069"
16.565,46.504,"Croatia","Europe","p070"
18.83,45.909,"Croatia","Europe","p070"
19.39,45.237,"Croatia","Europe","p070"
19.005,44.86,"Croatia","Europe","p070"
15.959,45.234,"Croatia","Europe","p070"
15.75,44.819,"Croatia","Europe","p070"
18.45,42.48,"Croatia","Europe","p070"
16.015,43.507,"Croatia","Europe","p070"
14.902,45.076,"Croatia","Europe","p070"
13.657,45.137,"Croatia","Europe","p070"
15.328,45.452,"Croatia","Europe","p070"
16.565,46.504,"Croatia","Europe","p070"
-82.268,23.189,"Cuba","North America","p071"
-78.347,22.512,"Cuba","North America","p071"
-74.178,20.285,"Cuba","North America","p071"
-77.755,19.855,"Cuba","North America","p071"
-77.085,20.413,"Cuba","North America","p071"
-78.137,20.74,"Cuba","North America","p071"
-78.72,21.598,"Cuba","North America","p071"
-81.821,22.192,"Cuba","North America","p071"
-82.17,22.387,"Cuba","North America","p071"
-81.795,22.637,"Cuba","North America","p071"
-84.975,21.896,"Cuba","North America","p071"
-82.268,23.189,"Cuba","North America","p071"
32.732,35.14,"Cyprus","Asia","p072"
34.005,34.978,"Cyprus","Asia","p072"
32.98,34.572,"Cyprus","Asia","p072"
32.257,35.103,"Cyprus","Asia","p072"
32.732,35.14,"Cyprus","Asia","p072"
15.017,51.107,"Czechia","Europe","p073"
18.853,49.496,"Czechia","Europe","p073"
16.96,48.597,"Czechia","Europe","p073"
15.253,49.039,"Czechia","Europe","p073"
14.339,48.555,"Czechia","Europe","p073"
12.521,49.547,"Czechia","Europe","p073"
12.24,50.266,"Czechia","Europe","p073"
15.017,51.107,"Czechia","Europe","p073"
-8.03,10.207,"Côte d'Ivoire","Africa","p074"
-6.205,10.524,"Côte d'Ivoire","Africa","p074"
-4.33,9.611,"Côte d'Ivoire","Africa","p074"
-2.827,9.642,"Côte d'Ivoire","Africa","p074"
-2.562,8.22,"Côte d'Ivoire","Africa","p074"
-3.244,6.25,"Côte d'Ivoire","Africa","p074"
-2.856,4.994,"Côte d'Ivoire","Africa","p074"
-4.65,5.168,"Côte d'Ivoire","Africa","p074"
-7.712,4.365,"Côte d'Ivoire","Africa","p074"
-7.57,5.707,"Côte d'Ivoire","Africa","p074"
-8.603,6.468,"Côte d'Ivoire","Africa","p074"
-7.832,8.576,"Côte d'Ivoire","Africa","p074"
-8.03,10.207,"Côte d'Ivoire","Africa","p074"
29.34,-4.5,"Dem. Rep. Congo","Africa","p075"
29.62,-6.52,"Dem. Rep. Congo","Africa","p075"
30.74,-8.34,"Dem. Rep. Congo","Africa","p075"
28.735,-8.527,"Dem. Rep. Congo","Africa","p075"
28.372,-11.794,"Dem. Rep. Congo","Africa","p075"
29.616,-12.179,"Dem. Rep. Congo","Africa","p075"
29.7,-13.257,"Dem. Rep. Congo","Africa","p075"
28.934,-13.249,"Dem. Rep. Congo","Africa","p075"
27.164,-11.609,"Dem. Rep. Congo","Africa","p075"
26.553,-11.924,"Dem. Rep. Congo","Africa","p075"
24.257,-10.952,"Dem. Rep. Congo","Africa","p075"
22.155,-11.085,"Dem. Rep. Congo","Africa","p075"
21.728,-7.291,"Dem. Rep. Congo","Africa","p075"
20.092,-6.943,"Dem. Rep. Congo","Africa","p075"
19.017,-7.988,"Dem. Rep. Congo","Africa","p075"
