"across","along","height","tank","instant"
"160.0","240.0","-0.786","Shallow","6"
"180.0","240.0","-1.935","Shallow","6"
"200.0","240.0","-2.525","Shallow","6"
"220.0","240.0","-2.303","Shallow","6"
"240.0","240.0","-1.294","Shallow","6"
"260.0","240.0","0.136","Shallow","6"
"280.0","240.0","1.404","Shallow","6"
"300.0","240.0","1.962","Shallow","6"
"20.0","260.0","2.265","Shallow","6"
"40.0","260.0","2.093","Shallow","6"
"60.0","260.0","1.729","Shallow","6"
"80.0","260.0","1.146","Shallow","6"
"100.0","260.0","0.345","Shallow","6"
"120.0","260.0","-0.609","Shallow","6"
"140.0","260.0","-1.566","Shallow","6"
"160.0","260.0","-2.295","Shallow","6"
"180.0","260.0","-2.548","Shallow","6"
"200.0","260.0","-2.166","Shallow","6"
"220.0","260.0","-1.18","Shallow","6"
"240.0","260.0","0.136","Shallow","6"
"260.0","260.0","1.329","Shallow","6"
"280.0","260.0","1.94","Shallow","6"
"300.0","260.0","1.722","Shallow","6"
"20.0","280.0","-0.239","Shallow","6"
"40.0","280.0","-0.427","Shallow","6"
"60.0","280.0","-0.786","Shallow","6"
"80.0","280.0","-1.277","Shallow","6"
"100.0","280.0","-1.821","Shallow","6"
"120.0","280.0","-2.295","Shallow","6"
"140.0","280.0","-2.542","Shallow","6"
"160.0","280.0","-2.412","Shallow","6"
"180.0","280.0","-1.822","Shallow","6"
"200.0","280.0","-0.825","Shallow","6"
"220.0","280.0","0.365","Shallow","6"
"240.0","280.0","1.404","Shallow","6"
"260.0","280.0","1.94","Shallow","6"
"280.0","280.0","1.764","Shallow","6"
"300.0","280.0","0.933","Shallow","6"
"20.0","300.0","-2.219","Shallow","6"
"40.0","300.0","-2.295","Shallow","6"
"60.0","300.0","-2.416","Shallow","6"
"80.0","300.0","-2.525","Shallow","6"
"100.0","300.0","-2.538","Shallow","6"
"120.0","300.0","-2.361","Shallow","6"
"140.0","300.0","-1.916","Shallow","6"
"160.0","300.0","-1.18","Shallow","6"
"180.0","300.0","-0.219","Shallow","6"
"200.0","300.0","0.792","Shallow","6"
"220.0","300.0","1.603","Shallow","6"
"240.0","300.0","1.962","Shallow","6"
"260.0","300.0","1.722","Shallow","6"
"280.0","300.0","0.933","Shallow","6"
"300.0","300.0","-0.138","Shallow","6"
"20.0","20.0","-3.547","Shallow","7"
"40.0","20.0","-5.845","Shallow","7"
"60.0","20.0","-4.353","Shallow","7"
"80.0","20.0","0.178","Shallow","7"
"100.0","20.0","4.265","Shallow","7"
"120.0","20.0","4.931","Shallow","7"
"140.0","20.0","2.005","Shallow","7"
"160.0","20.0","-2.011","Shallow","7"
"180.0","20.0","-4.105","Shallow","7"
"200.0","20.0","-3.026","Shallow","7"
"220.0","20.0","0.039","Shallow","7"
"240.0","20.0","2.65","Shallow","7"
"260.0","20.0","3.031","Shallow","7"
"280.0","20.0","1.23","Shallow","7"
"300.0","20.0","-1.178","Shallow","7"
"20.0","40.0","-5.845","Shallow","7"
"40.0","40.0","-5.523","Shallow","7"
"60.0","40.0","-2.862","Shallow","7"
"80.0","40.0","1.508","Shallow","7"
"100.0","40.0","4.757","Shallow","7"
"120.0","40.0","4.626","Shallow","7"
"140.0","40.0","1.383","Shallow","7"
"160.0","40.0","-2.451","Shallow","7"
"180.0","40.0","-4.141","Shallow","7"
"200.0","40.0","-2.76","Shallow","7"
"220.0","40.0","0.344","Shallow","7"
"240.0","40.0","2.784","Shallow","7"
"260.0","40.0","2.953","Shallow","7"
"280.0","40.0","1.049","Shallow","7"
"300.0","40.0","-1.317","Shallow","7"
"20.0","60.0","-4.353","Shallow","7"
"40.0","60.0","-2.862","Shallow","7"
"60.0","60.0","0.178","Shallow","7"
"80.0","60.0","3.562","Shallow","7"
"100.0","60.0","5.165","Shallow","7"
"120.0","60.0","3.74","Shallow","7"
"140.0","60.0","0.15","Shallow","7"
"160.0","60.0","-3.181","Shallow","7"
"180.0","60.0","-4.077","Shallow","7"
"200.0","60.0","-2.179","Shallow","7"
"220.0","60.0","0.925","Shallow","7"
"240.0","60.0","2.994","Shallow","7"
"260.0","60.0","2.759","Shallow","7"
"280.0","60.0","0.682","Shallow","7"
"300.0","60.0","-1.573","Shallow","7"
"20.0","80.0","0.178","Shallow","7"
"40.0","80.0","1.508","Shallow","7"
"60.0","80.0","3.562","Shallow","7"
"80.0","80.0","5.051","Shallow","7"
"100.0","80.0","4.626","Shallow","7"
"120.0","80.0","2.005","Shallow","7"
"140.0","80.0","-1.527","Shallow","7"
"160.0","80.0","-3.89","Shallow","7"
"180.0","80.0","-3.689","Shallow","7"
"200.0","80.0","-1.236","Shallow","7"
"220.0","80.0","1.698","Shallow","7"
"240.0","80.0","3.166","Shallow","7"
"260.0","80.0","2.381","Shallow","7"
"280.0","80.0","0.134","Shallow","7"
"300.0","80.0","-1.898","Shallow","7"
"20.0","100.0","4.265","Shallow","7"
"40.0","100.0","4.757","Shallow","7"
"60.0","100.0","5.165","Shallow","7"
"80.0","100.0","4.626","Shallow","7"
"100.0","100.0","2.616","Shallow","7"
"120.0","100.0","-0.44","Shallow","7"
"140.0","100.0","-3.181","Shallow","7"
"160.0","100.0","-4.13","Shallow","7"
"180.0","100.0","-2.76","Shallow","7"
"200.0","100.0","0.039","Shallow","7"
"220.0","100.0","2.496","Shallow","7"
"240.0","100.0","3.141","Shallow","7"
"260.0","100.0","1.756","Shallow","7"
"280.0","100.0","-0.56","Shallow","7"
"300.0","100.0","-2.216","Shallow","7"
"20.0","120.0","4.931","Shallow","7"
"40.0","120.0","4.626","Shallow","7"
"60.0","120.0","3.74","Shallow","7"
"80.0","120.0","2.005","Shallow","7"
"100.0","120.0","-0.44","Shallow","7"
"120.0","120.0","-2.841","Shallow","7"
"140.0","120.0","-4.105","Shallow","7"
"160.0","120.0","-3.494","Shallow","7"
"180.0","120.0","-1.236","Shallow","7"
"200.0","120.0","1.455","Shallow","7"
"220.0","120.0","3.071","Shallow","7"
"240.0","120.0","2.759","Shallow","7"
"260.0","120.0","0.866","Shallow","7"
"280.0","120.0","-1.317","Shallow","7"
"300.0","120.0","-2.418","Shallow","7"
"20.0","140.0","2.005","Shallow","7"
"40.0","140.0","1.383","Shallow","7"
"60.0","140.0","0.15","Shallow","7"
"80.0","140.0","-1.527","Shallow","7"
"100.0","140.0","-3.181","Shallow","7"
"120.0","140.0","-4.105","Shallow","7"
"140.0","140.0","-3.689","Shallow","7"
"160.0","140.0","-1.872","Shallow","7"
"180.0","140.0","0.64","Shallow","7"
"200.0","140.0","2.65","Shallow","7"
"220.0","140.0","3.141","Shallow","7"
"240.0","140.0","1.922","Shallow","7"
"260.0","140.0","-0.22","Shallow","7"
"280.0","140.0","-1.99","Shallow","7"
"300.0","140.0","-2.387","Shallow","7"
"20.0","160.0","-2.011","Shallow","7"
"40.0","160.0","-2.451","Shallow","7"
"60.0","160.0","-3.181","Shallow","7"
"80.0","160.0","-3.89","Shallow","7"
"100.0","160.0","-4.13","Shallow","7"
"120.0","160.0","-3.494","Shallow","7"
"140.0","160.0","-1.872","Shallow","7"
"160.0","160.0","0.344","Shallow","7"
"180.0","160.0","2.324","Shallow","7"
"200.0","160.0","3.186","Shallow","7"
"220.0","160.0","2.517","Shallow","7"
"240.0","160.0","0.682","Shallow","7"
"260.0","160.0","-1.317","Shallow","7"
"280.0","160.0","-2.395","Shallow","7"
"300.0","160.0","-2.025","Shallow","7"
"20.0","180.0","-4.105","Shallow","7"
"40.0","180.0","-4.141","Shallow","7"
"60.0","180.0","-4.077","Shallow","7"
"80.0","180.0","-3.689","Shallow","7"
"100.0","180.0","-2.76","Shallow","7"
"120.0","180.0","-1.236","Shallow","7"
"140.0","180.0","0.64","Shallow","7"
"160.0","180.0","2.324","Shallow","7"
"180.0","180.0","3.166","Shallow","7"
"200.0","180.0","2.759","Shallow","7"
"220.0","180.0","1.23","Shallow","7"
"240.0","180.0","-0.723","Shallow","7"
"260.0","180.0","-2.149","Shallow","7"
"280.0","180.0","-2.355","Shallow","7"
"300.0","180.0","-1.307","Shallow","7"
"20.0","200.0","-3.026","Shallow","7"
"40.0","200.0","-2.76","Shallow","7"
"60.0","200.0","-2.179","Shallow","7"
"80.0","200.0","-1.236","Shallow","7"
"100.0","200.0","0.039","Shallow","7"
"120.0","200.0","1.455","Shallow","7"
"140.0","200.0","2.65","Shallow","7"
"160.0","200.0","3.186","Shallow","7"
"180.0","200.0","2.759","Shallow","7"
"200.0","200.0","1.409","Shallow","7"
"220.0","200.0","-0.392","Shallow","7"
"240.0","200.0","-1.898","Shallow","7"
"260.0","200.0","-2.438","Shallow","7"
"280.0","200.0","-1.786","Shallow","7"
"300.0","200.0","-0.319","Shallow","7"
"20.0","220.0","0.039","Shallow","7"
"40.0","220.0","0.344","Shallow","7"
"60.0","220.0","0.925","Shallow","7"
"80.0","220.0","1.698","Shallow","7"
"100.0","220.0","2.496","Shallow","7"
"120.0","220.0","3.071","Shallow","7"
"140.0","220.0","3.141","Shallow","7"
"160.0","220.0","2.517","Shallow","7"
"180.0","220.0","1.23","Shallow","7"
"200.0","220.0","-0.392","Shallow","7"
"220.0","220.0","-1.798","Shallow","7"
"240.0","220.0","-2.433","Shallow","7"
"260.0","220.0","-2.025","Shallow","7"
"280.0","220.0","-0.767","Shallow","7"
"300.0","220.0","0.732","Shallow","7"
"20.0","240.0","2.65","Shallow","7"
"40.0","240.0","2.784","Shallow","7"
"60.0","240.0","2.994","Shallow","7"
"80.0","240.0","3.166","Shallow","7"
"100.0","240.0","3.141","Shallow","7"
"120.0","240.0","2.759","Shallow","7"
"140.0","240.0","1.922","Shallow","7"
"160.0","240.0","0.682","Shallow","7"
"180.0","240.0","-0.723","Shallow","7"
"200.0","240.0","-1.898","Shallow","7"
"220.0","240.0","-2.433","Shallow","7"
"240.0","240.0","-2.095","Shallow","7"
"260.0","240.0","-0.988","Shallow","7"
"280.0","240.0","0.438","Shallow","7"
"300.0","240.0","1.557","Shallow","7"
"20.0","260.0","3.031","Shallow","7"
"40.0","260.0","2.953","Shallow","7"
"60.0","260.0","2.759","Shallow","7"
"80.0","260.0","2.381","Shallow","7"
"100.0","260.0","1.756","Shallow","7"
"120.0","260.0","0.866","Shallow","7"
"140.0","260.0","-0.22","Shallow","7"
"160.0","260.0","-1.317","Shallow","7"
"180.0","260.0","-2.149","Shallow","7"
"200.0","260.0","-2.438","Shallow","7"
"220.0","260.0","-2.025","Shallow","7"
"240.0","260.0","-0.988","Shallow","7"
"260.0","260.0","0.334","Shallow","7"
"280.0","260.0","1.442","Shallow","7"
"300.0","260.0","1.885","Shallow","7"
"20.0","280.0","1.23","Shallow","7"
"40.0","280.0","1.049","Shallow","7"
"60.0","280.0","0.682","Shallow","7"
"80.0","280.0","0.134","Shallow","7"
"100.0","280.0","-0.56","Shallow","7"
"120.0","280.0","-1.317","Shallow","7"
"140.0","280.0","-1.99","Shallow","7"
"160.0","280.0","-2.395","Shallow","7"
"180.0","280.0","-2.355","Shallow","7"
"200.0","280.0","-1.786","Shallow","7"
"220.0","280.0","-0.767","Shallow","7"
"240.0","280.0","0.438","Shallow","7"
"260.0","280.0","1.442","Shallow","7"
"280.0","280.0","1.882","Shallow","7"
"300.0","280.0","1.581","Shallow","7"
"20.0","300.0","-1.178","Shallow","7"
"40.0","300.0","-1.317","Shallow","7"
"60.0","300.0","-1.573","Shallow","7"
"80.0","300.0","-1.898","Shallow","7"
"100.0","300.0","-2.216","Shallow","7"
"120.0","300.0","-2.418","Shallow","7"
"140.0","300.0","-2.387","Shallow","7"
"160.0","300.0","-2.025","Shallow","7"
"180.0","300.0","-1.307","Shallow","7"
"200.0","300.0","-0.319","Shallow","7"
"220.0","300.0","0.732","Shallow","7"
"240.0","300.0","1.557","Shallow","7"
"260.0","300.0","1.885","Shallow","7"
"280.0","300.0","1.581","Shallow","7"
"300.0","300.0","0.738","Shallow","7"
"20.0","20.0","-0.663","Shallow","8"
"40.0","20.0","-4.615","Shallow","8"
"60.0","20.0","-5.669","Shallow","8"
"80.0","20.0","-2.638","Shallow","8"
"100.0","20.0","2.078","Shallow","8"
"120.0","20.0","4.886","Shallow","8"
"140.0","20.0","3.914","Shallow","8"
"160.0","20.0","0.269","Shallow","8"
"180.0","20.0","-3.115","Shallow","8"
"200.0","20.0","-3.857","Shallow","8"
"220.0","20.0","-1.78","Shallow","8"
"240.0","20.0","1.259","Shallow","8"
"260.0","20.0","2.985","Shallow","8"
"280.0","20.0","2.37","Shallow","8"
"300.0","20.0","0.179","Shallow","8"
"20.0","40.0","-4.615","Shallow","8"
"40.0","40.0","-5.739","Shallow","8"
"60.0","40.0","-4.95","Shallow","8"
"80.0","40.0","-1.352","Shallow","8"
"100.0","40.0","2.957","Shallow","8"
"120.0","40.0","4.997","Shallow","8"
"140.0","40.0","3.469","Shallow","8"
"160.0","40.0","-0.261","Shallow","8"
"180.0","40.0","-3.365","Shallow","8"
"200.0","40.0","-3.752","Shallow","8"
"220.0","40.0","-1.495","Shallow","8"
"240.0","40.0","1.488","Shallow","8"
"260.0","40.0","3.022","Shallow","8"
"280.0","40.0","2.243","Shallow","8"
"300.0","40.0","0.014","Shallow","8"
"20.0","60.0","-5.669","Shallow","8"
"40.0","60.0","-4.95","Shallow","8"
"60.0","60.0","-2.638","Shallow","8"
"80.0","60.0","1.051","Shallow","8"
"100.0","60.0","4.235","Shallow","8"
"120.0","60.0","4.848","Shallow","8"
"140.0","60.0","2.46","Shallow","8"
"160.0","60.0","-1.25","Shallow","8"
"180.0","60.0","-3.733","Shallow","8"
"200.0","60.0","-3.456","Shallow","8"
"220.0","60.0","-0.914","Shallow","8"
"240.0","60.0","1.903","Shallow","8"
"260.0","60.0","3.05","Shallow","8"
"280.0","60.0","1.967","Shallow","8"
"300.0","60.0","-0.308","Shallow","8"
"20.0","80.0","-2.638","Shallow","8"
"40.0","80.0","-1.352","Shallow","8"
"60.0","80.0","1.051","Shallow","8"
"80.0","80.0","3.677","Shallow","8"
"100.0","80.0","4.997","Shallow","8"
"120.0","80.0","3.914","Shallow","8"
"140.0","80.0","0.814","Shallow","8"
"160.0","80.0","-2.488","Shallow","8"
"180.0","80.0","-3.968","Shallow","8"
"200.0","80.0","-2.833","Shallow","8"
"220.0","80.0","-0.048","Shallow","8"
"240.0","80.0","2.412","Shallow","8"
"260.0","80.0","2.978","Shallow","8"
"280.0","80.0","1.509","Shallow","8"
"300.0","80.0","-0.763","Shallow","8"
"20.0","100.0","2.078","Shallow","8"
"40.0","100.0","2.957","Shallow","8"
"60.0","100.0","4.235","Shallow","8"
"80.0","100.0","4.997","Shallow","8"
"100.0","100.0","4.301","Shallow","8"
"120.0","100.0","1.918","Shallow","8"
"140.0","100.0","-1.25","Shallow","8"
"160.0","100.0","-3.57","Shallow","8"
"180.0","100.0","-3.752","Shallow","8"
"200.0","100.0","-1.78","Shallow","8"
"220.0","100.0","1.018","Shallow","8"
"240.0","100.0","2.861","Shallow","8"
"260.0","100.0","2.697","Shallow","8"
"280.0","100.0","0.851","Shallow","8"
"300.0","100.0","-1.3","Shallow","8"
"20.0","120.0","4.886","Shallow","8"
"40.0","120.0","4.997","Shallow","8"
"60.0","120.0","4.848","Shallow","8"
"80.0","120.0","3.914","Shallow","8"
"100.0","120.0","1.918","Shallow","8"
"120.0","120.0","-0.769","Shallow","8"
"140.0","120.0","-3.115","Shallow","8"
"160.0","120.0","-3.967","Shallow","8"
"180.0","120.0","-2.833","Shallow","8"
"200.0","120.0","-0.333","Shallow","8"
"220.0","120.0","2.088","Shallow","8"
"240.0","120.0","3.05","Shallow","8"
"260.0","120.0","2.109","Shallow","8"
"280.0","120.0","0.014","Shallow","8"
"300.0","120.0","-1.827","Shallow","8"
"20.0","140.0","3.914","Shallow","8"
"40.0","140.0","3.469","Shallow","8"
"60.0","140.0","2.46","Shallow","8"
"80.0","140.0","0.814","Shallow","8"
"100.0","140.0","-1.25","Shallow","8"
"120.0","140.0","-3.115","Shallow","8"
"140.0","140.0","-3.968","Shallow","8"
"160.0","140.0","-3.269","Shallow","8"
"180.0","140.0","-1.205","Shallow","8"
"200.0","140.0","1.259","Shallow","8"
"220.0","140.0","2.861","Shallow","8"
"240.0","140.0","2.785","Shallow","8"
"260.0","140.0","1.184","Shallow","8"
"280.0","140.0","-0.905","Shallow","8"
"300.0","140.0","-2.218","Shallow","8"
"20.0","160.0","0.269","Shallow","8"
"40.0","160.0","-0.261","Shallow","8"
"60.0","160.0","-1.25","Shallow","8"
"80.0","160.0","-2.488","Shallow","8"
"100.0","160.0","-3.57","Shallow","8"
"120.0","160.0","-3.967","Shallow","8"
"140.0","160.0","-3.269","Shallow","8"
"160.0","160.0","-1.495","Shallow","8"
"180.0","160.0","0.766","Shallow","8"
"200.0","160.0","2.549","Shallow","8"
"220.0","160.0","3.016","Shallow","8"
"240.0","160.0","1.967","Shallow","8"
"260.0","160.0","0.014","Shallow","8"
"280.0","160.0","-1.736","Shallow","8"
"300.0","160.0","-2.328","Shallow","8"
"20.0","180.0","-3.115","Shallow","8"
"40.0","180.0","-3.365","Shallow","8"
"60.0","180.0","-3.733","Shallow","8"
"80.0","180.0","-3.968","Shallow","8"
"100.0","180.0","-3.752","Shallow","8"
"120.0","180.0","-2.833","Shallow","8"
"140.0","180.0","-1.205","Shallow","8"
"160.0","180.0","0.766","Shallow","8"
"180.0","180.0","2.412","Shallow","8"
"200.0","180.0","3.05","Shallow","8"
"220.0","180.0","2.37","Shallow","8"
"240.0","180.0","0.682","Shallow","8"
"260.0","180.0","-1.174","Shallow","8"
"280.0","180.0","-2.256","Shallow","8"
"300.0","180.0","-2.045","Shallow","8"
"20.0","200.0","-3.857","Shallow","8"
"40.0","200.0","-3.752","Shallow","8"
"60.0","200.0","-3.456","Shallow","8"
"80.0","200.0","-2.833","Shallow","8"
"100.0","200.0","-1.78","Shallow","8"
"120.0","200.0","-0.333","Shallow","8"
"140.0","200.0","1.259","Shallow","8"
"160.0","200.0","2.549","Shallow","8"
"180.0","200.0","3.05","Shallow","8"
"200.0","200.0","2.488","Shallow","8"
"220.0","200.0","1.018","Shallow","8"
"240.0","200.0","-0.763","Shallow","8"
"260.0","200.0","-2.057","Shallow","8"
"280.0","200.0","-2.269","Shallow","8"
"300.0","200.0","-1.344","Shallow","8"
"20.0","220.0","-1.78","Shallow","8"
"40.0","220.0","-1.495","Shallow","8"
"60.0","220.0","-0.914","Shallow","8"
"80.0","220.0","-0.048","Shallow","8"
"100.0","220.0","1.018","Shallow","8"
"120.0","220.0","2.088","Shallow","8"
"140.0","220.0","2.861","Shallow","8"
"160.0","220.0","3.016","Shallow","8"
"180.0","220.0","2.37","Shallow","8"
"200.0","220.0","1.018","Shallow","8"
"220.0","220.0","-0.615","Shallow","8"
"240.0","220.0","-1.911","Shallow","8"
"260.0","220.0","-2.328","Shallow","8"
"280.0","220.0","-1.694","Shallow","8"
"300.0","220.0","-0.335","Shallow","8"
"20.0","240.0","1.259","Shallow","8"
"40.0","240.0","1.488","Shallow","8"
"60.0","240.0","1.903","Shallow","8"
"80.0","240.0","2.412","Shallow","8"
"100.0","240.0","2.861","Shallow","8"
"120.0","240.0","3.05","Shallow","8"
"140.0","240.0","2.785","Shallow","8"
"160.0","240.0","1.967","Shallow","8"
"180.0","240.0","0.682","Shallow","8"
"200.0","240.0","-0.763","Shallow","8"
"220.0","240.0","-1.911","Shallow","8"
"240.0","240.0","-2.335","Shallow","8"
"260.0","240.0","-1.848","Shallow","8"
"280.0","240.0","-0.647","Shallow","8"
"300.0","240.0","0.735","Shallow","8"
"20.0","260.0","2.985","Shallow","8"
"40.0","260.0","3.022","Shallow","8"
"60.0","260.0","3.05","Shallow","8"
"80.0","260.0","2.978","Shallow","8"
"100.0","260.0","2.697","Shallow","8"
"120.0","260.0","2.109","Shallow","8"
"140.0","260.0","1.184","Shallow","8"
"160.0","260.0","0.014","Shallow","8"
"180.0","260.0","-1.174","Shallow","8"
"200.0","260.0","-2.057","Shallow","8"
"220.0","260.0","-2.328","Shallow","8"
"240.0","260.0","-1.848","Shallow","8"
"260.0","260.0","-0.75","Shallow","8"
"280.0","260.0","0.557","Shallow","8"
"300.0","260.0","1.543","Shallow","8"
"20.0","280.0","2.37","Shallow","8"
"40.0","280.0","2.243","Shallow","8"
"60.0","280.0","1.967","Shallow","8"
"80.0","280.0","1.509","Shallow","8"
"100.0","280.0","0.851","Shallow","8"
"120.0","280.0","0.014","Shallow","8"
"140.0","280.0","-0.905","Shallow","8"
"160.0","280.0","-1.736","Shallow","8"
"180.0","280.0","-2.256","Shallow","8"
"200.0","280.0","-2.269","Shallow","8"
"220.0","280.0","-1.694","Shallow","8"
"240.0","280.0","-0.647","Shallow","8"
"260.0","280.0","0.557","Shallow","8"
"280.0","280.0","1.495","Shallow","8"
"300.0","280.0","1.806","Shallow","8"
"20.0","300.0","0.179","Shallow","8"
"40.0","300.0","0.014","Shallow","8"
"60.0","300.0","-0.308","Shallow","8"
"80.0","300.0","-0.763","Shallow","8"
"100.0","300.0","-1.3","Shallow","8"
"120.0","300.0","-1.827","Shallow","8"
"140.0","300.0","-2.218","Shallow","8"
"160.0","300.0","-2.328","Shallow","8"
"180.0","300.0","-2.045","Shallow","8"
"200.0","300.0","-1.344","Shallow","8"
"220.0","300.0","-0.335","Shallow","8"
"240.0","300.0","0.735","Shallow","8"
"260.0","300.0","1.543","Shallow","8"
"280.0","300.0","1.806","Shallow","8"
"300.0","300.0","1.416","Shallow","8"
"20.0","20.0","2.398","Shallow","9"
"40.0","20.0","-2.149","Shallow","9"
"60.0","20.0","-5.467","Shallow","9"
"80.0","20.0","-4.747","Shallow","9"
"100.0","20.0","-0.666","Shallow","9"
"120.0","20.0","3.532","Shallow","9"
"140.0","20.0","4.774","Shallow","9"
"160.0","20.0","2.477","Shallow","9"
"180.0","20.0","-1.29","Shallow","9"
"200.0","20.0","-3.654","Shallow","9"
"220.0","20.0","-3.122","Shallow","9"
"240.0","20.0","-0.469","Shallow","9"
"260.0","20.0","2.139","Shallow","9"
"280.0","20.0","2.875","Shallow","9"
"300.0","20.0","1.488","Shallow","9"
"20.0","40.0","-2.149","Shallow","9"
"40.0","40.0","-4.417","Shallow","9"
"60.0","40.0","-5.713","Shallow","9"
"80.0","40.0","-3.85","Shallow","9"
"100.0","40.0","0.364","Shallow","9"
"120.0","40.0","4.029","Shallow","9"
"140.0","40.0","4.626","Shallow","9"
"160.0","40.0","1.999","Shallow","9"
"180.0","40.0","-1.687","Shallow","9"
"200.0","40.0","-3.739","Shallow","9"
"220.0","40.0","-2.933","Shallow","9"
"240.0","40.0","-0.208","Shallow","9"
"260.0","40.0","2.282","Shallow","9"
"280.0","40.0","2.837","Shallow","9"
"300.0","40.0","1.341","Shallow","9"
"20.0","60.0","-5.467","Shallow","9"
"40.0","60.0","-5.713","Shallow","9"
"60.0","60.0","-4.747","Shallow","9"
"80.0","60.0","-1.743","Shallow","9"
"100.0","60.0","2.171","Shallow","9"
"120.0","60.0","4.657","Shallow","9"
"140.0","60.0","4.11","Shallow","9"
"160.0","60.0","1.017","Shallow","9"
"180.0","60.0","-2.388","Shallow","9"
"200.0","60.0","-3.806","Shallow","9"
"220.0","60.0","-2.507","Shallow","9"
"240.0","60.0","0.301","Shallow","9"
"260.0","60.0","2.524","Shallow","9"
"280.0","60.0","2.725","Shallow","9"
"300.0","60.0","1.04","Shallow","9"
"20.0","80.0","-4.747","Shallow","9"
"40.0","80.0","-3.85","Shallow","9"
"60.0","80.0","-1.743","Shallow","9"
"80.0","80.0","1.317","Shallow","9"
"100.0","80.0","4.029","Shallow","9"
"120.0","80.0","4.774","Shallow","9"
"140.0","80.0","2.936","Shallow","9"
"160.0","80.0","-0.42","Shallow","9"
"180.0","80.0","-3.184","Shallow","9"
"200.0","80.0","-3.67","Shallow","9"
"220.0","80.0","-1.781","Shallow","9"
"240.0","80.0","1.011","Shallow","9"
"260.0","80.0","2.777","Shallow","9"
"280.0","80.0","2.48","Shallow","9"
"300.0","80.0","0.577","Shallow","9"
"20.0","100.0","-0.666","Shallow","9"
"40.0","100.0","0.364","Shallow","9"
"60.0","100.0","2.171","Shallow","9"
"80.0","100.0","4.029","Shallow","9"
"100.0","100.0","4.835","Shallow","9"
"120.0","100.0","3.762","Shallow","9"
"140.0","100.0","1.017","Shallow","9"
"160.0","100.0","-2.054","Shallow","9"
"180.0","100.0","-3.739","Shallow","9"
"200.0","100.0","-3.122","Shallow","9"
"220.0","100.0","-0.733","Shallow","9"
"240.0","100.0","1.813","Shallow","9"
"260.0","100.0","2.915","Shallow","9"
"280.0","100.0","2.033","Shallow","9"
"300.0","100.0","-0.035","Shallow","9"
"20.0","120.0","3.532","Shallow","9"
"40.0","120.0","4.029","Shallow","9"
"60.0","120.0","4.657","Shallow","9"
"80.0","120.0","4.774","Shallow","9"
"100.0","120.0","3.762","Shallow","9"
"120.0","120.0","1.51","Shallow","9"
"140.0","120.0","-1.29","Shallow","9"
"160.0","120.0","-3.377","Shallow","9"
"180.0","120.0","-3.67","Shallow","9"
"200.0","120.0","-2.032","Shallow","9"
"220.0","120.0","0.546","Shallow","9"
"240.0","120.0","2.524","Shallow","9"
"260.0","120.0","2.786","Shallow","9"
"280.0","120.0","1.341","Shallow","9"
"300.0","120.0","-0.747","Shallow","9"
"20.0","140.0","4.774","Shallow","9"
"40.0","140.0","4.626","Shallow","9"
"60.0","140.0","4.11","Shallow","9"
"80.0","140.0","2.936","Shallow","9"
"100.0","140.0","1.017","Shallow","9"
"120.0","140.0","-1.29","Shallow","9"
"140.0","140.0","-3.184","Shallow","9"
"160.0","140.0","-3.791","Shallow","9"
"180.0","140.0","-2.727","Shallow","9"
"200.0","140.0","-0.469","Shallow","9"
"220.0","140.0","1.813","Shallow","9"
"240.0","140.0","2.901","Shallow","9"
"260.0","140.0","2.272","Shallow","9"
"280.0","140.0","0.422","Shallow","9"
"300.0","140.0","-1.455","Shallow","9"
"20.0","160.0","2.477","Shallow","9"
"40.0","160.0","1.999","Shallow","9"
"60.0","160.0","1.017","Shallow","9"
"80.0","160.0","-0.42","Shallow","9"
"100.0","160.0","-2.054","Shallow","9"
"120.0","160.0","-3.377","Shallow","9"
"140.0","160.0","-3.791","Shallow","9"
"160.0","160.0","-2.933","Shallow","9"
"180.0","160.0","-0.997","Shallow","9"
"200.0","160.0","1.229","Shallow","9"
"220.0","160.0","2.707","Shallow","9"
"240.0","160.0","2.725","Shallow","9"
"260.0","160.0","1.341","Shallow","9"
"280.0","160.0","-0.612","Shallow","9"
"300.0","160.0","-2.007","Shallow","9"
"20.0","180.0","-1.29","Shallow","9"
"40.0","180.0","-1.687","Shallow","9"
"60.0","180.0","-2.388","Shallow","9"
"80.0","180.0","-3.184","Shallow","9"
"100.0","180.0","-3.739","Shallow","9"
"120.0","180.0","-3.67","Shallow","9"
"140.0","180.0","-2.727","Shallow","9"
"160.0","180.0","-0.997","Shallow","9"
"180.0","180.0","1.011","Shallow","9"
"200.0","180.0","2.524","Shallow","9"
"220.0","180.0","2.875","Shallow","9"
"240.0","180.0","1.905","Shallow","9"
"260.0","180.0","0.115","Shallow","9"
"280.0","180.0","-1.553","Shallow","9"
"300.0","180.0","-2.235","Shallow","9"
"20.0","200.0","-3.654","Shallow","9"
"40.0","200.0","-3.739","Shallow","9"
"60.0","200.0","-3.806","Shallow","9"
"80.0","200.0","-3.67","Shallow","9"
"100.0","200.0","-3.122","Shallow","9"
"120.0","200.0","-2.032","Shallow","9"
"140.0","200.0","-0.469","Shallow","9"
"160.0","200.0","1.229","Shallow","9"
"180.0","200.0","2.524","Shallow","9"
"200.0","200.0","2.901","Shallow","9"
"220.0","200.0","2.156","Shallow","9"
"240.0","200.0","0.577","Shallow","9"
